source,target,weight
10.16618/j.cnki.1674-8417.2025.06.001,10.27327/d.cnki.gshnu.2025.001911,0.4927637283262873
10.16618/j.cnki.1674-8417.2025.06.001,10.27327/d.cnki.gshnu.2025.001912,0.42111744380615784
10.16618/j.cnki.1674-8417.2025.06.001,人工智能技术在10 kV配电网设计中的应用,0.5570860145311557
10.16618/j.cnki.1674-8417.2025.06.001,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,0.48280787926033486
10.16628/j.cnki.2095-8188.2025.11.006,10.19585/j.zjdl.202506005,0.5482892649071496
10.16628/j.cnki.2095-8188.2025.11.006,10.19651/j.cnki.emt.2519013,0.6086116686897369
10.16628/j.cnki.2095-8188.2025.11.006,10.19725/j.cnki.1007-2322.2024.0085,0.5701229064078333
10.16628/j.cnki.2095-8188.2025.11.006,10.19768/j.cnki.dgjs.2025.14.035,0.5378528742004771
10.16628/j.cnki.2095-8188.2025.11.006,10.27029/d.cnki.ggdgu.2025.002295,0.5111012519999519
10.16628/j.cnki.2095-8188.2025.11.006,10.27047/d.cnki.ggudu.2024.003176,0.5270462766947299
10.16628/j.cnki.2095-8188.2025.11.006,10.27327/d.cnki.gshnu.2025.001911,0.5855400437691199
10.16628/j.cnki.2095-8188.2025.11.006,10.27753/d.cnki.gcqgx.2025.001522,0.5463902214100085
10.16628/j.cnki.2095-8188.2025.11.006,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,0.45418687154706955
10.16628/j.cnki.2095-8188.2025.11.006,基于标准化麻雀搜索算法的微电网调度研究,0.48304589153964794
10.16628/j.cnki.2095-8188.2025.11.006,基于深度学习的电力输配电线路节能降耗技术研究,0.5124500385567423
10.16628/j.cnki.2095-8188.2025.11.006,基于深度学习的电网负荷预测与调度优化研究,0.48304589153964794
10.16628/j.cnki.2095-8188.2025.11.006,面向智能化的智慧园区微电网调度优化方法,0.5863527298559492
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.19783/j.cnki.pspc.241701,0.5276448530110863
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.26918/d.cnki.ghngc.2025.001579,0.3913118960624632
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.27029/d.cnki.ggdgu.2025.000906,0.3865103412619629
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.27034/d.cnki.ggxiu.2025.000594,0.48536267169707553
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.27047/d.cnki.ggudu.2024.003176,0.3118047822311617
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.27753/d.cnki.gcqgx.2025.001522,0.30304576336566325
10.16786/j.cnki.1671-8887.eem.2025.06.009,一种双阶段电力数据异常分析模型,0.35921060405354976
10.16786/j.cnki.1671-8887.eem.2025.06.009,基于分布式优化算法的电力系统负荷预测方法,0.294174202707276
10.16786/j.cnki.1671-8887.eem.2025.06.009,融合VMD-MPC算法的多微电网能量调度技术优化,0.3441236008058426
10.19389/j.cnki.1003-0506.2025.03.034,10.19585/j.zjdl.202506005,0.47152096009644867
10.19389/j.cnki.1003-0506.2025.03.034,10.19651/j.cnki.emt.2519013,0.5582905262390825
10.19389/j.cnki.1003-0506.2025.03.034,10.19783/j.cnki.pspc.241701,0.5142594772265799
10.19389/j.cnki.1003-0506.2025.03.034,10.26918/d.cnki.ghngc.2025.001579,0.619750683009635
10.19389/j.cnki.1003-0506.2025.03.034,10.27029/d.cnki.ggdgu.2025.000906,0.49442568981541163
10.19389/j.cnki.1003-0506.2025.03.034,10.27753/d.cnki.gcqgx.2025.001522,0.5814861645428298
10.19389/j.cnki.1003-0506.2025.03.034,10.3390/EN19010061,0.5999169722544978
10.19389/j.cnki.1003-0506.2025.03.034,一种双阶段电力数据异常分析模型,0.6126716648539868
10.19389/j.cnki.1003-0506.2025.03.034,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.5946187253790689
10.19457/j.1001-2095.dqcd24909,10.19768/j.cnki.dgjs.2025.23.039,0.5373186100548618
10.19457/j.1001-2095.dqcd24909,10.19769/j.zdhy.2025.24.043,0.3921652392120016
10.19457/j.1001-2095.dqcd24909,10.19911/j.1003-0417.tyn20231115.01,0.570298147826109
10.19457/j.1001-2095.dqcd24909,10.19912/j.0254-0096.tynxb.2023-1790,0.5237314873543454
10.19457/j.1001-2095.dqcd24909,10.26926/d.cnki.gbfgu.2024.000792,0.5330017908890261
10.19457/j.1001-2095.dqcd24909,10.27029/d.cnki.ggdgu.2025.000906,0.5161319060481777
10.19457/j.1001-2095.dqcd24909,10.27029/d.cnki.ggdgu.2025.001070,0.5263613559678152
10.19457/j.1001-2095.dqcd24909,10.27047/d.cnki.ggudu.2024.003176,0.5312342737798692
10.19457/j.1001-2095.dqcd24909,10.27398/d.cnki.gxalu.2024.000658,0.5719694409972929
10.19457/j.1001-2095.dqcd24909,10.27753/d.cnki.gcqgx.2025.001522,0.5209626352440592
10.19457/j.1001-2095.dqcd24909,10.27763/d.cnki.gahgc.2024.000190,0.5635328058148883
10.19457/j.1001-2095.dqcd24909,10.3390/BUILDINGS16010170,0.48349377841522817
10.19457/j.1001-2095.dqcd24909,10.3390/SU172411158,0.3876574430285532
10.19457/j.1001-2095.dqcd24909,10.3390/forecast7020025,0.44136741475237473
10.19457/j.1001-2095.dqcd24909,10.5152/electrica.2024.22107,0.5413127381832802
10.19457/j.1001-2095.dqcd24909,基于云计算的电力系统短期负荷预测研究,0.5251504931816429
10.19457/j.1001-2095.dqcd24909,基于分布式优化算法的电力系统负荷预测方法,0.41089070180665904
10.19457/j.1001-2095.dqcd24909,基于大数据分析的电力调度自动化负荷预测模型研究,0.41089070180665904
10.19457/j.1001-2095.dqcd24909,基于深度学习的电网负荷预测与调度优化研究,0.6086053178377863
10.19457/j.1001-2095.dqcd24909,面向智能化的智慧园区微电网调度优化方法,0.5149286505444371
10.19585/j.zjdl.202506005,10.19725/j.cnki.1007-2322.2024.0085,0.5083571247579156
10.19585/j.zjdl.202506005,10.27029/d.cnki.ggdgu.2025.002295,0.5015503913178176
10.19585/j.zjdl.202506005,10.27327/d.cnki.gshnu.2025.001912,0.39405520311955033
10.19585/j.zjdl.202506005,人工智能技术在10 kV配电网设计中的应用,0.41702882811414954
10.19585/j.zjdl.202506005,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,0.5421374765483944
10.19585/j.zjdl.202506005,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.4735225469652655
10.19651/j.cnki.emt.2519013,10.27123/d.cnki.ghlju.2025.001668,0.5091750772173156
10.19651/j.cnki.emt.2519013,10.27327/d.cnki.gshnu.2025.001911,0.5984437489312765
10.19651/j.cnki.emt.2519013,10.27753/d.cnki.gcqgx.2025.001522,0.5069967213040162
10.19651/j.cnki.emt.2519013,基于分布式优化算法的电力系统负荷预测方法,0.34236839400873037
10.19651/j.cnki.emt.2519013,基于标准化麻雀搜索算法的微电网调度研究,0.4751310967331989
10.19651/j.cnki.emt.2519013,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.49795500165523926
10.19651/j.cnki.emt.2519013,面向智能化的智慧园区微电网调度优化方法,0.5378528742004771
10.19725/j.cnki.1007-2322.2024.0085,10.19768/j.cnki.dgjs.2025.14.035,0.52999894000318
10.19725/j.cnki.1007-2322.2024.0085,10.19911/j.1003-0417.tyn20231115.01,0.5083571247579156
10.19725/j.cnki.1007-2322.2024.0085,10.27075/d.cnki.ghzdc.2025.001900,0.49718307617612556
10.19725/j.cnki.1007-2322.2024.0085,10.27327/d.cnki.gshnu.2025.001911,0.49765367076910283
10.19725/j.cnki.1007-2322.2024.0085,10.27327/d.cnki.gshnu.2025.001912,0.3205132320860016
10.19725/j.cnki.1007-2322.2024.0085,10.3390/EN19010061,0.5458788187662073
10.19725/j.cnki.1007-2322.2024.0085,10.5152/electrica.2024.22107,0.450499099002703
10.19725/j.cnki.1007-2322.2024.0085,人工智能技术在10 kV配电网设计中的应用,0.3886658893356653
10.19725/j.cnki.1007-2322.2024.0085,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,0.52999894000318
10.19725/j.cnki.1007-2322.2024.0085,基于火用损能效评估的多能耦合微电网双层协同优化方法,0.5214500094539749
10.19725/j.cnki.1007-2322.2024.0085,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.5574535084876592
10.19768/j.cnki.dgjs.2025.14.035,10.26914/c.cnkihy.2025.077503,0.49613893835683387
10.19768/j.cnki.dgjs.2025.14.035,10.26926/d.cnki.gbfgu.2024.000792,0.5345224838248488
10.19768/j.cnki.dgjs.2025.14.035,10.27029/d.cnki.ggdgu.2025.002295,0.5790660241435861
10.19768/j.cnki.dgjs.2025.14.035,10.27034/d.cnki.ggxiu.2025.000594,0.42491829279939874
10.19768/j.cnki.dgjs.2025.14.035,10.27763/d.cnki.gahgc.2024.000190,0.5265488284699746
10.19768/j.cnki.dgjs.2025.14.035,10.3390/EN19010061,0.5461920202486094
10.19768/j.cnki.dgjs.2025.14.035,一种双阶段电力数据异常分析模型,0.5503338836674921
10.19768/j.cnki.dgjs.2025.14.035,基于云计算的电力系统短期负荷预测研究,0.5659164584181103
10.19768/j.cnki.dgjs.2025.14.035,基于深度学习-强化学习联合算法的电力调度信息化择优决策,0.629940788348712
10.19768/j.cnki.dgjs.2025.14.035,融合VMD-MPC算法的多微电网能量调度技术优化,0.48666426339228763
10.19768/j.cnki.dgjs.2025.14.035,面向智能化的智慧园区微电网调度优化方法,0.49488120534872543
10.19768/j.cnki.dgjs.2025.23.039,10.26926/d.cnki.gbfgu.2024.000792,0.5188745216627709
10.19768/j.cnki.dgjs.2025.23.039,10.27075/d.cnki.ghzdc.2025.001900,0.4139186771923578
10.19768/j.cnki.dgjs.2025.23.039,10.27763/d.cnki.gahgc.2024.000190,0.45716359065567563
10.19768/j.cnki.dgjs.2025.23.039,基于云计算的电力系统短期负荷预测研究,0.4708709557974188
10.19768/j.cnki.dgjs.2025.23.039,基于深度学习-强化学习联合算法的电力调度信息化择优决策,0.5241424183609592
10.19769/j.zdhy.2025.24.043,10.26914/c.cnkihy.2025.077503,0.42683279491835413
10.19769/j.zdhy.2025.24.043,10.26926/d.cnki.gbfgu.2024.000792,0.4905114715879726
10.19769/j.zdhy.2025.24.043,10.27123/d.cnki.ghlju.2025.001668,0.48666426339228763
10.19769/j.zdhy.2025.24.043,基于云计算的电力系统短期负荷预测研究,0.38949041885226
10.19769/j.zdhy.2025.24.043,基于深度学习的电力输配电线路节能降耗技术研究,0.5114781589870119
10.19769/j.zdhy.2025.24.043,融合VMD-MPC算法的多微电网能量调度技术优化,0.48380990291711146
10.19769/j.zdhy.2025.24.043,面向智能化的智慧园区微电网调度优化方法,0.5034965460952284
10.19783/j.cnki.pspc.241701,10.26918/d.cnki.ghngc.2025.001579,0.5056498968474316
10.19783/j.cnki.pspc.241701,10.27034/d.cnki.ggxiu.2025.000594,0.45993310550389993
10.19783/j.cnki.pspc.241701,10.27763/d.cnki.gahgc.2024.000190,0.43928055949306705
10.19783/j.cnki.pspc.241701,10.3390/ELECTRONICS14244857,0.44961440151294857
10.19783/j.cnki.pspc.241701,一种双阶段电力数据异常分析模型,0.5415303610738823
10.19783/j.cnki.pspc.241701,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.5351295510095068
10.19911/j.1003-0417.tyn20231115.01,10.19912/j.0254-0096.tynxb.2023-1790,0.6571028138320723
10.19911/j.1003-0417.tyn20231115.01,10.27029/d.cnki.ggdgu.2025.001070,0.5618006477335896
10.19911/j.1003-0417.tyn20231115.01,10.27398/d.cnki.gxalu.2024.000658,0.5915204817512771
10.19911/j.1003-0417.tyn20231115.01,10.27753/d.cnki.gcqgx.2025.001522,0.5361799218610495
10.19911/j.1003-0417.tyn20231115.01,10.3390/BUILDINGS16010170,0.49147318718299055
10.19911/j.1003-0417.tyn20231115.01,10.3390/ELECTRONICS14244857,0.47355706404421694
10.19911/j.1003-0417.tyn20231115.01,10.3390/SU172411158,0.5516772843673704
10.19911/j.1003-0417.tyn20231115.01,基于分布式优化算法的电力系统负荷预测方法,0.5204834387696163
10.19912/j.0254-0096.tynxb.2023-1790,10.27029/d.cnki.ggdgu.2025.001070,0.5180336631122505
10.19912/j.0254-0096.tynxb.2023-1790,10.27047/d.cnki.ggudu.2024.003176,0.5790069448163759
10.19912/j.0254-0096.tynxb.2023-1790,10.27753/d.cnki.gcqgx.2025.001522,0.506467669601787
10.19912/j.0254-0096.tynxb.2023-1790,10.3390/SU172411158,0.4962916669854651
10.19912/j.0254-0096.tynxb.2023-1790,基于分布式优化算法的电力系统负荷预测方法,0.4005963724010763
10.19912/j.0254-0096.tynxb.2023-1790,基于标准化麻雀搜索算法的微电网调度研究,0.40431895657541506
10.19912/j.0254-0096.tynxb.2023-1790,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.5022118564594755
10.26914/c.cnkihy.2025.077503,10.26926/d.cnki.gbfgu.2024.000792,0.5303948353054367
10.26914/c.cnkihy.2025.077503,10.27029/d.cnki.ggdgu.2025.002295,0.49724515809884695
10.26914/c.cnkihy.2025.077503,10.27075/d.cnki.ghzdc.2025.001900,0.5553301796153424
10.26914/c.cnkihy.2025.077503,10.27123/d.cnki.ghlju.2025.001668,0.46776427696374895
10.26914/c.cnkihy.2025.077503,10.3390/EN19010061,0.5371352022540758
10.26914/c.cnkihy.2025.077503,一种双阶段电力数据异常分析模型,0.5355825195389895
10.26914/c.cnkihy.2025.077503,融合VMD-MPC算法的多微电网能量调度技术优化,0.5633905456098737
10.26918/d.cnki.ghngc.2025.001579,10.27029/d.cnki.ggdgu.2025.000906,0.567944518073514
10.26918/d.cnki.ghngc.2025.001579,10.27034/d.cnki.ggxiu.2025.000594,0.527147622004136
10.26918/d.cnki.ghngc.2025.001579,10.3390/BUILDINGS16010170,0.4844813951249545
10.26918/d.cnki.ghngc.2025.001579,10.3390/ELECTRONICS14244857,0.4873397172404482
10.26918/d.cnki.ghngc.2025.001579,10.3390/EN19010061,0.5366690773932639
10.26918/d.cnki.ghngc.2025.001579,一种双阶段电力数据异常分析模型,0.5220925637866243
10.26918/d.cnki.ghngc.2025.001579,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.5102520385624567
10.26918/d.cnki.ghngc.2025.001579,融合VMD-MPC算法的多微电网能量调度技术优化,0.538638634844706
10.26926/d.cnki.gbfgu.2024.000792,10.27029/d.cnki.ggdgu.2025.001070,0.5143444998736397
10.26926/d.cnki.gbfgu.2024.000792,10.27047/d.cnki.ggudu.2024.003176,0.538748023761179
10.26926/d.cnki.gbfgu.2024.000792,10.27075/d.cnki.ghzdc.2025.001900,0.4558423058385518
10.26926/d.cnki.gbfgu.2024.000792,10.27763/d.cnki.gahgc.2024.000190,0.5323117462054054
10.26926/d.cnki.gbfgu.2024.000792,10.3390/SU172411158,0.40406101782088427
10.26926/d.cnki.gbfgu.2024.000792,10.3390/forecast7020025,0.5520524474738834
10.26926/d.cnki.gbfgu.2024.000792,基于云计算的电力系统短期负荷预测研究,0.6482037235521644
10.26926/d.cnki.gbfgu.2024.000792,基于标准化麻雀搜索算法的微电网调度研究,0.43719282489259376
10.26926/d.cnki.gbfgu.2024.000792,基于深度学习-强化学习联合算法的电力调度信息化择优决策,0.5555838995037159
10.26926/d.cnki.gbfgu.2024.000792,基于深度学习的电力输配电线路节能降耗技术研究,0.5271016357912215
10.26926/d.cnki.gbfgu.2024.000792,基于深度学习的电网负荷预测与调度优化研究,0.5014858873767988
10.26926/d.cnki.gbfgu.2024.000792,基于火用损能效评估的多能耦合微电网双层协同优化方法,0.5378528742004771
10.26926/d.cnki.gbfgu.2024.000792,融合VMD-MPC算法的多微电网能量调度技术优化,0.498588232476369
10.26926/d.cnki.gbfgu.2024.000792,面向智能化的智慧园区微电网调度优化方法,0.5002975305232068
10.27029/d.cnki.ggdgu.2025.000906,10.27034/d.cnki.ggxiu.2025.000594,0.5206793080569356
10.27029/d.cnki.ggdgu.2025.000906,10.3390/BUILDINGS16010170,0.4785366129910017
10.27029/d.cnki.ggdgu.2025.000906,10.3390/ELECTRONICS14244857,0.5573640511319541
10.27029/d.cnki.ggdgu.2025.000906,一种双阶段电力数据异常分析模型,0.5156862774427126
10.27029/d.cnki.ggdgu.2025.000906,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.5786563795335821
10.27029/d.cnki.ggdgu.2025.000906,融合VMD-MPC算法的多微电网能量调度技术优化,0.50669459193814
10.27029/d.cnki.ggdgu.2025.001070,10.27398/d.cnki.gxalu.2024.000658,0.4829546044006792
10.27029/d.cnki.ggdgu.2025.001070,10.27753/d.cnki.gcqgx.2025.001522,0.5086180942860988
10.27029/d.cnki.ggdgu.2025.001070,10.3390/ELECTRONICS14244857,0.46829290579084704
10.27029/d.cnki.ggdgu.2025.001070,10.3390/SU172411158,0.4364357804719847
10.27029/d.cnki.ggdgu.2025.001070,一种双阶段电力数据异常分析模型,0.5010443096562904
10.27029/d.cnki.ggdgu.2025.001070,基于分布式优化算法的电力系统负荷预测方法,0.40032038451271784
10.27029/d.cnki.ggdgu.2025.001070,基于大数据分析的电力调度自动化负荷预测模型研究,0.3736323588785367
10.27029/d.cnki.ggdgu.2025.002295,10.27327/d.cnki.gshnu.2025.001912,0.2525381361380527
10.27029/d.cnki.ggdgu.2025.002295,10.3390/EN19010061,0.5474098412036227
10.27029/d.cnki.ggdgu.2025.002295,一种双阶段电力数据异常分析模型,0.5261042808091513
10.27029/d.cnki.ggdgu.2025.002295,人工智能技术在10 kV配电网设计中的应用,0.4008918628686366
10.27029/d.cnki.ggdgu.2025.002295,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,0.4810702354423639
10.27029/d.cnki.ggdgu.2025.002295,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.5270731661249504
10.27034/d.cnki.ggxiu.2025.000594,10.3390/ELECTRONICS14244857,0.44539933408304455
10.27034/d.cnki.ggxiu.2025.000594,10.3390/EN19010061,0.4590731488048887
10.27034/d.cnki.ggxiu.2025.000594,基于大数据分析的电力调度自动化负荷预测模型研究,0.38074980525429486
10.27034/d.cnki.ggxiu.2025.000594,基于深度学习-强化学习联合算法的电力调度信息化择优决策,0.5188745216627708
10.27047/d.cnki.ggudu.2024.003176,10.27753/d.cnki.gcqgx.2025.001522,0.5939441718716427
10.27047/d.cnki.ggudu.2024.003176,10.27763/d.cnki.gahgc.2024.000190,0.5364799360395371
10.27047/d.cnki.ggudu.2024.003176,基于分布式优化算法的电力系统负荷预测方法,0.4193139346887673
10.27047/d.cnki.ggudu.2024.003176,基于大数据分析的电力调度自动化负荷预测模型研究,0.45425676257949793
10.27047/d.cnki.ggudu.2024.003176,融合VMD-MPC算法的多微电网能量调度技术优化,0.49051147158797265
10.27075/d.cnki.ghzdc.2025.001900,10.3390/EN19010061,0.5240183849312472
10.27075/d.cnki.ghzdc.2025.001900,基于火用损能效评估的多能耦合微电网双层协同优化方法,0.5720775535473553
10.27123/d.cnki.ghlju.2025.001668,10.3390/EN19010061,0.4965635331614209
10.27123/d.cnki.ghlju.2025.001668,基于深度学习的电力输配电线路节能降耗技术研究,0.5254938542453882
10.27123/d.cnki.ghlju.2025.001668,基于火用损能效评估的多能耦合微电网双层协同优化方法,0.5621826951410452
10.27327/d.cnki.gshnu.2025.001911,10.3390/EN19010061,0.5494912549526212
10.27327/d.cnki.gshnu.2025.001911,基于标准化麻雀搜索算法的微电网调度研究,0.5892556509887896
10.27327/d.cnki.gshnu.2025.001911,基于深度学习的电力输配电线路节能降耗技术研究,0.49009802940980346
10.27327/d.cnki.gshnu.2025.001912,人工智能技术在10 kV配电网设计中的应用,0.5039526306789696
10.27327/d.cnki.gshnu.2025.001912,面向智能化的智慧园区微电网调度优化方法,0.24397501823713327
10.27398/d.cnki.gxalu.2024.000658,10.3390/BUILDINGS16010170,0.4629100498862758
10.27398/d.cnki.gxalu.2024.000658,10.3390/ELECTRONICS14244857,0.4601950115131127
10.27398/d.cnki.gxalu.2024.000658,10.3390/SU172411158,0.4948716593053935
10.27398/d.cnki.gxalu.2024.000658,基于分布式优化算法的电力系统负荷预测方法,0.48418202613504197
10.27398/d.cnki.gxalu.2024.000658,基于大数据分析的电力调度自动化负荷预测模型研究,0.42365927286816174
10.27753/d.cnki.gcqgx.2025.001522,10.3390/BUILDINGS16010170,0.5050762722761054
10.27753/d.cnki.gcqgx.2025.001522,基于分布式优化算法的电力系统负荷预测方法,0.39621442587516364
10.27753/d.cnki.gcqgx.2025.001522,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,0.4857142857142857
10.27753/d.cnki.gcqgx.2025.001522,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.5293155269909458
10.27763/d.cnki.gahgc.2024.000190,10.3390/forecast7020025,0.5319951765989315
10.27763/d.cnki.gahgc.2024.000190,基于云计算的电力系统短期负荷预测研究,0.5330372837222157
10.27763/d.cnki.gahgc.2024.000190,基于深度学习-强化学习联合算法的电力调度信息化择优决策,0.5451328382337233
10.3390/BUILDINGS16010170,10.3390/ELECTRONICS14244857,0.5353033790313109
10.3390/BUILDINGS16010170,10.5152/electrica.2024.22107,0.47140452079103173
10.3390/ELECTRONICS14244857,一种双阶段电力数据异常分析模型,0.5150535271439557
10.3390/ELECTRONICS14244857,基于深度学习-强化学习联合算法的电力调度信息化择优决策,0.49051147158797265
10.3390/EN19010061,一种双阶段电力数据异常分析模型,0.5648411412099498
10.3390/EN19010061,基于火用损能效评估的多能耦合微电网双层协同优化方法,0.5932137789355756
10.3390/EN19010061,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.5595637103925328
10.3390/SU172411158,10.3390/forecast7020025,0.3903600291794132
10.3390/SU172411158,基于深度学习的电网负荷预测与调度优化研究,0.4364357804719848
10.3390/forecast7020025,10.5152/electrica.2024.22107,0.5163977794943222
10.3390/forecast7020025,基于云计算的电力系统短期负荷预测研究,0.5009794328681195
10.3390/forecast7020025,基于深度学习的电网负荷预测与调度优化研究,0.521749194749951
10.5152/electrica.2024.22107,基于云计算的电力系统短期负荷预测研究,0.48507125007266594
10.5152/electrica.2024.22107,基于深度学习的电力输配电线路节能降耗技术研究,0.4716211091418993
10.5152/electrica.2024.22107,基于深度学习的电网负荷预测与调度优化研究,0.46909709371657093
一种双阶段电力数据异常分析模型,基于云计算的电力系统短期负荷预测研究,0.492832882906958
一种双阶段电力数据异常分析模型,基于深度学习-强化学习联合算法的电力调度信息化择优决策,0.5520176648479171
一种双阶段电力数据异常分析模型,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.6223561592368891
一种双阶段电力数据异常分析模型,融合VMD-MPC算法的多微电网能量调度技术优化,0.5150535271439557
人工智能技术在10 kV配电网设计中的应用,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,0.3333333333333333
人工智能技术在10 kV配电网设计中的应用,基于深度学习的电网负荷预测与调度优化研究,0.3367876570272817
基于云计算的电力系统短期负荷预测研究,基于深度学习-强化学习联合算法的电力调度信息化择优决策,0.5041841733655161
基于云计算的电力系统短期负荷预测研究,基于深度学习的电网负荷预测与调度优化研究,0.49009802940980346
基于分布式优化算法的电力系统负荷预测方法,融合VMD-MPC算法的多微电网能量调度技术优化,0.40492914359926285
基于大数据分析的电力调度自动化负荷预测模型研究,基于火用损能效评估的多能耦合微电网双层协同优化方法,0.3721042037676254
基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.5259005881071331
基于标准化麻雀搜索算法的微电网调度研究,基于深度学习的电力输配电线路节能降耗技术研究,0.46206885338911463
基于标准化麻雀搜索算法的微电网调度研究,基于深度学习的电网负荷预测与调度优化研究,0.4166666666666667
基于标准化麻雀搜索算法的微电网调度研究,面向智能化的智慧园区微电网调度优化方法,0.5217491947499509
基于深度学习-强化学习联合算法的电力调度信息化择优决策,基于深度学习的电网负荷预测与调度优化研究,0.46371301675148385
基于深度学习的电力输配电线路节能降耗技术研究,面向智能化的智慧园区微电网调度优化方法,0.48708818704705237
基于火用损能效评估的多能耦合微电网双层协同优化方法,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.4988876515698588
基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,融合VMD-MPC算法的多微电网能量调度技术优化,0.5235075456724
